attendance,cgpa,avg_current_grade,certificates,internships,department,year,gender,residence,school_type,extra_curricular,library_usage,project_involvement,activity_score,gpa_sem1,gpa_sem2,grade_trend,risk_level
65,6.3,6.86,4.7,6,EE,3rd,F,Rural,Private,10,5,1,5.35,6.97,6.74,-0.23,0
78,5.44,8.94,2.95,6,EE,4th,F,Urban,Government,4,5,0,4.47,9.56,9.57,0.01,0
52,5.45,5.63,7.39,10,CS,1st,F,Urban,Government,2,22,1,8.7,5.65,9.96,4.31,2
69,5.97,5.11,7.98,6,IT,2nd,F,Rural,Government,2,11,1,6.99,6.43,8.09,1.66,2
85,5.25,8.09,2.03,8,CS,3rd,F,Urban,Private,5,17,0,5.01,5.33,7.58,2.25,0
68,8.13,7.2,3.05,4,CS,3rd,F,Rural,Government,0,21,1,3.52,6.9,7.2,0.3,0
75,6.44,7.09,4.95,2,BIO,2nd,M,Urban,Private,9,8,1,3.48,5.74,5.09,-0.65,0
52,6.4,5.54,1.87,8,CS,2nd,M,Urban,Government,10,15,1,4.94,9.23,9.0,-0.23,1
68,6.66,4.21,9.29,2,CE,3rd,F,Urban,Government,8,14,1,5.64,9.63,8.36,-1.27,1
69,8.31,6.46,5.91,4,ME,1st,M,Rural,Private,5,24,0,4.96,8.35,8.25,-0.1,0
81,9.35,4.64,1.21,8,ME,3rd,F,Rural,Government,8,1,1,4.61,5.52,9.05,3.53,1
56,8.8,9.44,1.84,0,CE,3rd,M,Rural,Government,2,4,0,0.92,6.71,9.64,2.93,1
90,8.64,4.25,9.54,4,EE,3rd,F,Rural,Private,9,22,1,6.77,9.82,6.95,-2.87,0
82,7.42,6.59,7.38,6,IT,1st,F,Urban,Government,2,20,1,6.69,5.68,7.13,1.45,0
89,8.47,4.31,7.34,8,IT,2nd,M,Rural,Government,9,12,0,7.67,7.78,9.88,2.1,0
88,7.76,4.57,0.72,4,IT,2nd,F,Urban,Government,6,18,0,2.36,6.76,8.32,1.56,1
67,6.08,7.95,8.95,4,CS,2nd,M,Rural,Private,6,0,1,6.48,10.0,9.26,-0.74,0
89,6.04,7.88,4.44,8,IT,1st,M,Urban,Private,3,15,0,6.22,6.43,6.11,-0.32,0
50,6.48,4.2,6.6,6,IT,1st,M,Urban,Government,10,6,0,6.3,5.24,6.59,1.35,1
60,9.55,4.01,9.6,10,IT,2nd,M,Urban,Government,7,12,1,9.8,8.51,6.96,-1.55,1
77,7.74,4.47,1.0,6,ME,4th,M,Urban,Private,10,23,1,3.5,6.63,6.58,-0.05,1
74,8.67,8.58,4.82,4,CE,4th,M,Urban,Government,1,21,0,4.41,8.29,9.42,1.13,0
99,6.73,7.51,0.5,2,BIO,2nd,M,Urban,Government,0,15,0,1.25,5.52,7.56,2.04,0
72,7.04,4.23,5.0,10,EE,4th,M,Rural,Private,0,11,0,7.5,7.62,9.77,2.15,1
80,5.63,6.93,2.52,10,CE,4th,M,Urban,Private,1,6,0,6.26,6.88,6.61,-0.27,0
79,5.86,8.27,9.11,4,IT,2nd,M,Rural,Private,10,24,1,6.56,7.68,5.19,-2.49,0
91,9.14,9.21,3.98,8,EE,2nd,F,Rural,Government,10,13,1,5.99,9.27,5.69,-3.58,0
84,7.92,9.6,6.34,8,EE,1st,M,Rural,Government,5,17,1,7.17,9.86,6.09,-3.77,0
56,6.69,5.96,8.6,8,CE,4th,M,Urban,Private,7,20,1,8.3,8.77,8.2,-0.57,1
65,9.01,4.81,9.84,6,CE,4th,F,Urban,Government,2,18,1,7.92,8.83,5.91,-2.92,1
75,6.23,5.42,5.04,0,CE,2nd,F,Urban,Government,5,12,1,2.52,7.64,6.91,-0.73,1
97,9.88,8.66,4.56,8,BIO,3rd,F,Urban,Government,7,1,0,6.28,5.49,8.98,3.49,0
98,6.72,9.83,0.76,8,CE,2nd,F,Urban,Government,8,18,0,4.38,8.34,5.62,-2.72,0
51,6.69,6.8,0.13,10,BIO,1st,M,Rural,Private,7,3,1,5.07,5.74,5.4,-0.34,1
50,6.56,5.83,6.09,2,CS,3rd,M,Urban,Government,6,13,1,4.04,6.23,7.7,1.47,1
97,5.61,6.58,0.65,2,ME,3rd,M,Rural,Private,3,1,1,1.32,8.54,8.49,-0.05,1
61,5.56,5.83,3.8,4,BIO,3rd,F,Urban,Government,2,17,0,3.9,8.28,9.55,1.27,2
54,8.24,5.54,0.04,4,ME,1st,F,Urban,Private,6,23,0,2.02,6.57,8.31,1.74,1
86,9.38,7.56,6.15,4,IT,4th,M,Rural,Private,0,18,0,5.08,8.86,9.73,0.87,0
81,8.95,4.09,4.25,8,CS,2nd,F,Rural,Government,6,18,0,6.12,9.7,6.22,-3.48,0
58,5.71,5.56,1.27,2,EE,1st,M,Urban,Private,5,3,0,1.64,7.73,6.71,-1.02,2
90,7.73,7.97,2.96,4,CE,1st,F,Urban,Government,2,20,1,3.48,8.39,9.2,0.81,0
84,5.53,4.19,5.7,2,IT,3rd,F,Rural,Government,2,18,1,3.85,6.36,9.06,2.7,1
68,5.23,4.5,6.57,8,EE,3rd,M,Urban,Private,1,21,1,7.28,9.85,8.32,-1.53,2
97,8.28,5.76,4.62,10,ME,1st,M,Urban,Private,0,2,0,7.31,6.37,7.53,1.16,0
65,7.68,9.27,8.04,8,EE,4th,M,Urban,Private,10,7,0,8.02,9.44,5.09,-4.35,0
52,5.41,8.59,1.12,4,CE,3rd,F,Urban,Private,4,3,0,2.56,9.64,6.4,-3.24,1
69,5.17,4.13,0.85,8,CE,1st,F,Urban,Government,6,20,0,4.42,8.6,5.79,-2.81,2
73,9.95,7.01,0.44,8,BIO,3rd,M,Urban,Government,6,2,0,4.22,9.06,5.26,-3.8,1
82,5.15,5.65,5.36,2,BIO,2nd,M,Rural,Private,5,4,1,3.68,7.29,8.88,1.59,1
73,7.22,7.89,7.06,0,ME,2nd,M,Urban,Private,10,10,1,3.53,9.6,5.66,-3.94,1
60,7.52,8.33,1.31,6,CE,2nd,F,Rural,Private,9,22,0,3.66,8.71,6.79,-1.92,1
98,5.59,9.18,6.39,4,CS,3rd,F,Urban,Government,5,18,1,5.2,6.63,9.89,3.26,0
57,5.85,6.85,4.77,0,IT,3rd,M,Rural,Private,10,18,0,2.38,5.17,7.05,1.88,2
85,6.76,9.97,9.87,10,ME,4th,M,Urban,Government,6,16,0,9.93,7.7,5.71,-1.99,0
87,8.81,9.88,7.17,4,ME,2nd,M,Rural,Government,7,1,0,5.58,9.2,8.45,-0.75,0
89,7.54,9.29,6.57,0,EE,4th,F,Rural,Private,4,19,0,3.28,9.3,9.05,-0.25,0
69,8.19,7.45,5.7,8,ME,1st,F,Urban,Government,0,8,0,6.85,9.18,6.4,-2.78,0
84,9.93,6.39,9.97,4,IT,1st,M,Rural,Government,6,2,1,6.98,6.07,9.05,2.98,0
97,8.84,6.19,9.8,0,CS,2nd,F,Rural,Government,1,9,1,4.9,7.13,6.36,-0.77,0
74,7.17,4.07,5.38,6,EE,4th,M,Urban,Private,10,20,1,5.69,8.07,8.47,0.4,1
84,7.23,5.5,4.55,8,IT,3rd,M,Urban,Private,4,8,1,6.28,8.34,5.62,-2.72,0
74,8.09,8.31,4.62,4,BIO,4th,M,Rural,Government,6,19,0,4.31,6.67,7.14,0.47,0
78,8.33,7.62,4.28,10,ME,1st,F,Urban,Private,6,3,1,7.14,8.46,7.6,-0.86,0
67,7.5,9.5,5.31,10,CE,4th,M,Rural,Government,8,21,0,7.65,7.95,8.63,0.68,0
95,8.22,4.3,2.74,4,BIO,1st,M,Urban,Private,4,6,0,3.37,7.83,8.25,0.42,0
67,5.12,4.93,9.27,0,CE,1st,F,Rural,Government,5,11,0,4.64,8.32,9.27,0.95,2
51,7.15,8.74,4.9,4,IT,4th,M,Rural,Private,9,10,1,4.45,8.02,5.92,-2.1,0
84,6.39,6.15,8.42,8,CS,3rd,M,Rural,Private,10,21,0,8.21,5.83,8.31,2.48,0
65,5.65,4.71,4.75,2,CE,1st,M,Rural,Government,5,14,1,3.38,9.37,5.64,-3.73,2
90,5.5,9.98,7.18,10,IT,4th,M,Urban,Private,0,19,0,8.59,6.2,7.39,1.19,0
85,8.02,8.72,3.37,0,EE,1st,F,Rural,Government,9,13,0,1.68,8.72,7.62,-1.1,0
82,7.62,6.45,6.25,6,ME,2nd,F,Urban,Private,6,6,0,6.12,5.88,5.14,-0.74,0
53,6.27,8.94,4.98,4,CS,3rd,M,Urban,Private,9,14,1,4.49,8.3,5.35,-2.95,0
82,7.35,8.08,3.67,8,CS,2nd,F,Rural,Private,6,13,0,5.84,9.48,9.2,-0.28,0
63,7.46,8.74,8.82,4,EE,1st,F,Rural,Private,3,10,1,6.41,5.05,6.43,1.38,0
70,5.98,8.89,1.13,6,CS,3rd,F,Rural,Government,3,9,1,3.56,9.9,6.73,-3.17,1
97,8.26,4.51,4.87,8,IT,4th,F,Rural,Government,10,18,0,6.44,5.15,8.2,3.05,0
69,8.9,7.74,1.94,6,CS,4th,F,Urban,Government,5,2,0,3.97,5.06,6.1,1.04,1
57,8.96,4.04,8.61,8,CS,3rd,F,Rural,Government,2,11,1,8.3,9.29,5.96,-3.33,1
56,8.01,4.26,2.53,2,CS,2nd,F,Rural,Private,9,12,1,2.26,8.54,7.11,-1.43,1
52,7.56,9.42,6.33,10,IT,2nd,F,Urban,Private,5,6,0,8.16,5.53,5.29,-0.24,0
66,5.31,7.17,1.66,8,BIO,3rd,M,Urban,Government,10,11,1,4.83,9.69,9.58,-0.11,1
82,6.44,8.42,4.05,6,ME,4th,M,Rural,Government,10,21,0,5.03,8.36,9.7,1.34,0
97,5.47,9.03,8.99,0,CE,3rd,M,Rural,Government,3,1,0,4.5,5.56,7.24,1.68,1
61,9.82,9.7,1.66,10,BIO,2nd,M,Rural,Government,9,0,0,5.83,9.3,6.05,-3.25,1
71,5.68,9.22,6.63,2,CS,1st,M,Rural,Private,7,5,0,4.31,7.4,7.35,-0.05,1
71,5.76,6.9,2.05,4,EE,4th,M,Rural,Government,4,24,0,3.02,6.39,5.5,-0.89,1
95,9.45,6.02,4.16,2,EE,3rd,M,Rural,Private,7,18,1,3.08,9.13,6.99,-2.14,0
79,9.72,4.93,5.41,2,IT,1st,M,Rural,Private,8,24,0,3.7,8.69,5.37,-3.32,0
87,8.83,6.4,5.77,4,ME,2nd,F,Rural,Private,3,5,1,4.88,8.12,8.53,0.41,0
87,5.03,6.2,6.03,8,CS,4th,M,Rural,Private,0,12,0,7.02,9.49,6.38,-3.11,0
94,5.01,7.36,6.4,2,IT,3rd,M,Rural,Private,9,3,0,4.2,9.31,7.6,-1.71,0
57,6.89,7.99,2.72,10,CE,2nd,F,Urban,Private,6,13,1,6.36,6.13,5.07,-1.06,0
76,5.72,9.87,4.01,2,ME,3rd,F,Urban,Private,6,15,1,3.0,9.39,7.62,-1.77,0
76,5.09,8.37,0.37,0,ME,3rd,M,Rural,Government,4,1,1,0.18,6.87,5.02,-1.85,1
83,7.32,7.86,7.69,10,IT,4th,M,Rural,Government,4,8,0,8.85,7.16,9.63,2.47,0
70,9.72,6.01,8.37,0,BIO,2nd,M,Rural,Private,0,12,1,4.18,9.86,7.51,-2.35,1
79,6.62,4.21,1.99,10,EE,2nd,F,Rural,Government,2,20,1,6.0,8.8,5.5,-3.3,1
82,8.31,5.73,2.01,6,BIO,1st,M,Rural,Private,0,13,1,4.0,6.61,6.71,0.1,0
77,8.26,8.61,0.42,4,ME,2nd,F,Urban,Government,6,13,1,2.21,8.24,5.23,-3.01,0
96,6.26,5.23,9.7,10,EE,2nd,M,Rural,Government,4,4,1,9.85,7.7,7.65,-0.05,0
82,8.25,8.27,8.07,10,ME,4th,F,Urban,Government,3,1,0,9.04,5.58,5.61,0.03,0
54,6.06,7.48,3.61,8,ME,1st,F,Rural,Government,6,4,1,5.8,9.44,7.37,-2.07,0
97,5.61,5.03,4.82,8,ME,4th,F,Rural,Government,8,5,0,6.41,9.11,6.53,-2.58,1
68,8.51,5.57,2.92,6,CE,2nd,M,Rural,Government,5,1,0,4.46,8.89,8.81,-0.08,1
53,5.57,6.98,5.97,8,EE,1st,M,Rural,Government,8,0,1,6.98,7.8,7.41,-0.39,1
84,9.98,6.51,7.17,8,CE,4th,F,Rural,Government,5,15,1,7.58,6.1,9.24,3.14,0
98,5.92,8.67,4.47,0,EE,1st,F,Rural,Private,9,21,0,2.24,9.42,9.71,0.29,1
66,7.97,8.41,8.74,8,CE,2nd,F,Rural,Private,8,8,0,8.37,6.76,9.85,3.09,0
93,7.06,7.45,5.17,8,CE,1st,M,Rural,Private,5,24,1,6.58,5.1,6.3,1.2,0
77,5.63,8.93,1.44,6,CE,1st,F,Urban,Government,8,13,0,3.72,9.91,8.84,-1.07,1
79,5.14,7.38,6.22,6,IT,1st,M,Rural,Private,2,8,0,6.11,9.31,7.19,-2.12,0
78,8.11,9.79,4.62,2,CE,2nd,M,Rural,Private,4,4,0,3.31,8.11,7.13,-0.98,0
95,9.03,5.3,9.36,8,BIO,2nd,F,Rural,Government,10,14,0,8.68,5.06,9.34,4.28,0
55,9.21,8.28,3.92,8,BIO,1st,F,Rural,Private,4,9,0,5.96,6.14,5.73,-0.41,0
84,7.41,6.22,4.03,10,ME,4th,M,Rural,Private,9,14,1,7.02,7.26,7.39,0.13,0
90,8.89,5.67,6.51,8,CS,4th,M,Urban,Government,7,16,0,7.26,8.14,7.96,-0.18,0
86,8.36,5.08,5.27,0,CE,2nd,M,Rural,Government,10,2,0,2.64,8.54,5.33,-3.21,1
73,8.62,7.32,3.74,10,CS,3rd,F,Urban,Private,10,7,1,6.87,8.94,9.32,0.38,0
78,7.46,5.29,9.9,8,CS,4th,M,Urban,Government,6,24,1,8.95,7.78,6.57,-1.21,0
98,8.17,5.2,3.02,0,ME,1st,M,Rural,Government,1,3,0,1.51,8.28,8.28,0.0,1
95,9.03,9.94,2.78,2,CS,3rd,F,Urban,Private,10,10,0,2.39,9.06,9.64,0.58,0
80,6.99,8.81,8.64,10,CS,2nd,M,Rural,Government,1,18,0,9.32,8.6,8.6,0.0,0
84,9.03,8.49,0.03,4,BIO,4th,F,Urban,Private,6,13,1,2.02,9.77,9.43,-0.34,0
82,7.96,8.76,2.01,8,CS,3rd,F,Rural,Government,9,17,0,5.0,9.37,5.35,-4.02,0
70,5.83,9.81,5.9,10,EE,2nd,F,Urban,Government,9,20,0,7.95,5.85,7.46,1.61,1
81,5.12,7.44,1.62,6,CE,2nd,F,Rural,Private,3,1,0,3.81,9.74,7.82,-1.92,1
72,6.81,5.32,9.86,10,CE,1st,F,Urban,Government,5,8,1,9.93,6.02,8.45,2.43,1
82,7.73,9.17,4.64,6,CS,4th,F,Urban,Government,8,9,1,5.32,9.96,5.58,-4.38,0
52,9.2,8.46,5.97,8,ME,3rd,F,Rural,Private,9,24,1,6.98,8.51,8.28,-0.23,0
67,5.64,6.49,1.6,0,EE,1st,F,Urban,Government,10,12,1,0.8,8.14,5.73,-2.41,2
74,9.0,6.84,2.89,6,ME,4th,F,Urban,Government,3,18,1,4.44,6.62,5.34,-1.28,0
91,9.32,6.47,6.15,10,ME,3rd,M,Urban,Government,6,3,0,8.07,5.67,7.35,1.68,0
80,5.75,9.58,5.5,10,CS,2nd,F,Urban,Government,8,15,1,7.75,5.63,8.0,2.37,0
52,9.26,6.06,7.84,6,IT,2nd,M,Rural,Private,0,11,1,6.92,9.33,9.79,0.46,0
89,9.96,9.78,2.69,2,CS,4th,M,Urban,Government,9,24,0,2.34,7.16,8.49,1.33,0
95,8.63,9.46,6.54,2,BIO,1st,F,Rural,Government,10,15,0,4.27,7.8,7.96,0.16,0
73,8.92,7.78,2.91,2,IT,3rd,F,Rural,Government,1,16,0,2.46,9.66,6.07,-3.59,0
99,9.97,7.48,5.87,6,EE,3rd,F,Urban,Government,8,15,0,5.94,6.28,5.76,-0.52,0
81,8.03,6.22,6.05,6,IT,2nd,M,Urban,Government,4,6,0,6.02,8.82,8.04,-0.78,0
96,6.54,4.11,1.22,10,CS,4th,F,Rural,Private,3,1,0,5.61,7.35,6.11,-1.24,1
71,9.19,4.77,5.49,8,CS,1st,M,Rural,Government,6,8,1,6.74,6.06,8.53,2.47,1
72,8.07,8.53,0.12,8,ME,2nd,M,Rural,Private,4,11,1,4.06,9.26,5.57,-3.69,1
51,7.91,6.83,5.01,0,CS,2nd,M,Urban,Private,0,12,1,2.5,8.4,6.7,-1.7,1
76,6.27,4.9,6.98,6,BIO,1st,F,Urban,Private,8,13,0,6.49,5.47,8.87,3.4,0
91,8.78,5.58,0.73,8,CS,3rd,F,Urban,Private,7,11,0,4.36,7.71,9.16,1.45,1
51,5.41,9.69,9.39,8,CE,3rd,M,Rural,Government,2,2,1,8.7,9.26,6.73,-2.53,1
75,9.62,6.2,4.59,2,CE,4th,M,Urban,Private,9,21,1,3.3,5.33,6.03,0.7,0
66,6.63,9.45,9.38,2,ME,2nd,M,Rural,Government,2,20,0,5.69,7.08,9.79,2.71,0
89,5.64,5.83,1.07,2,IT,4th,M,Rural,Government,2,15,1,1.54,9.03,8.81,-0.22,1
82,7.21,7.26,9.5,4,IT,3rd,F,Rural,Private,6,17,0,6.75,9.29,9.04,-0.25,0
58,5.21,4.12,1.09,8,CE,1st,F,Rural,Private,1,24,0,4.54,8.88,6.11,-2.77,2
92,8.42,7.13,4.61,2,BIO,3rd,M,Rural,Government,8,2,0,3.3,6.53,7.12,0.59,0
97,9.51,7.82,9.38,2,EE,3rd,M,Urban,Private,3,21,0,5.69,7.53,5.34,-2.19,0
88,9.19,5.41,2.33,6,BIO,2nd,M,Rural,Government,6,8,1,4.16,8.71,5.55,-3.16,0
78,5.64,7.47,0.35,10,CE,3rd,F,Urban,Private,7,14,1,5.18,5.76,6.1,0.34,1
91,5.63,7.88,7.93,2,BIO,4th,F,Rural,Government,4,7,1,4.96,7.97,6.52,-1.45,0
75,9.07,8.12,5.96,6,EE,1st,M,Urban,Government,7,9,1,5.98,8.6,9.99,1.39,0
84,9.62,8.66,5.14,0,IT,2nd,F,Urban,Private,3,20,0,2.57,9.25,7.11,-2.14,0
99,7.3,5.87,0.34,2,CE,1st,F,Rural,Private,9,21,1,1.17,5.56,8.49,2.93,1
74,7.49,7.41,6.53,10,CS,4th,M,Urban,Private,1,2,1,8.26,6.65,9.52,2.87,0
73,6.59,9.89,1.72,6,EE,4th,F,Urban,Private,2,4,0,3.86,7.71,6.23,-1.48,1
62,9.47,9.39,9.31,10,EE,3rd,F,Rural,Government,5,5,0,9.66,8.51,5.72,-2.79,0
56,8.22,9.72,6.86,2,EE,4th,F,Rural,Private,9,13,1,4.43,8.65,6.22,-2.43,0
85,6.44,6.32,7.07,0,IT,3rd,F,Rural,Government,5,18,0,3.54,6.27,9.41,3.14,0
94,6.49,8.72,2.33,2,BIO,2nd,F,Urban,Government,6,17,0,2.16,5.07,8.33,3.26,0
69,9.46,7.72,8.81,6,ME,1st,F,Urban,Government,10,24,0,7.4,8.47,7.26,-1.21,0
50,5.07,4.5,5.38,0,CS,3rd,M,Urban,Government,3,6,0,2.69,9.55,9.1,-0.45,2
57,6.61,8.94,8.57,0,CE,3rd,M,Rural,Private,7,3,0,4.28,8.99,6.18,-2.81,1
95,7.77,8.06,2.71,0,BIO,2nd,M,Urban,Private,7,2,0,1.36,8.11,6.2,-1.91,0
65,5.74,5.19,7.55,4,EE,4th,F,Rural,Government,10,12,0,5.78,9.89,7.84,-2.05,2
63,5.46,4.48,5.75,6,IT,3rd,F,Rural,Government,6,3,0,5.88,7.17,8.95,1.78,2
61,9.08,9.02,0.48,4,EE,4th,F,Urban,Private,2,8,1,2.24,7.63,6.3,-1.33,1
72,9.47,4.47,4.05,10,BIO,3rd,M,Urban,Private,2,24,1,7.02,5.06,6.05,0.99,1
64,9.12,4.55,1.84,0,CE,4th,M,Rural,Government,1,5,0,0.92,9.73,7.37,-2.36,2
77,9.49,6.56,3.59,4,CS,3rd,F,Rural,Government,10,10,1,3.8,7.92,5.67,-2.25,0
83,7.77,4.81,3.83,2,EE,1st,F,Urban,Government,6,8,0,2.92,6.95,8.74,1.79,0
51,9.06,9.48,4.75,4,IT,1st,F,Rural,Private,5,8,0,4.38,5.22,7.89,2.67,0
81,6.92,6.82,6.0,8,IT,1st,F,Rural,Private,6,21,1,7.0,6.81,7.56,0.75,0
72,8.33,7.41,5.71,10,ME,3rd,F,Urban,Private,1,20,1,7.86,5.02,9.36,4.34,0
71,9.94,9.57,0.39,0,IT,4th,M,Rural,Government,3,18,0,0.2,6.62,8.66,2.04,1
74,6.13,7.18,7.51,0,ME,2nd,M,Urban,Private,0,0,0,3.76,9.76,5.75,-4.01,1
71,6.95,6.12,9.49,10,CS,2nd,F,Urban,Government,1,3,0,9.75,5.77,7.1,1.33,0
71,7.4,8.78,3.49,10,CE,2nd,M,Urban,Private,6,0,0,6.74,7.73,6.61,-1.12,0
98,5.69,6.66,1.8,6,ME,1st,F,Rural,Government,4,12,1,3.9,5.93,9.01,3.08,1
91,5.41,5.91,5.4,2,EE,1st,M,Urban,Private,9,15,1,3.7,8.92,8.6,-0.32,1
55,9.15,8.34,7.05,10,BIO,1st,F,Urban,Government,2,11,1,8.52,7.81,7.36,-0.45,0
64,9.88,8.81,6.79,10,EE,4th,F,Urban,Government,1,0,1,8.4,6.01,9.12,3.11,0
92,7.02,8.75,6.12,6,CE,1st,F,Urban,Government,2,14,0,6.06,9.33,7.05,-2.28,0
86,5.44,9.87,1.46,10,IT,4th,F,Urban,Private,3,21,1,5.73,8.92,9.02,0.1,1
82,5.33,8.72,8.37,4,BIO,4th,M,Urban,Private,9,4,1,6.18,9.76,5.16,-4.6,0
57,9.46,8.62,4.26,8,EE,4th,F,Rural,Government,9,22,1,6.13,5.0,5.67,0.67,0
93,7.32,9.14,2.21,8,BIO,3rd,F,Rural,Government,4,0,0,5.11,7.29,8.78,1.49,0
93,6.6,4.0,0.86,8,ME,2nd,F,Rural,Government,7,16,0,4.43,10.0,5.57,-4.43,1
54,7.38,6.17,4.17,10,CE,4th,F,Rural,Government,8,7,0,7.08,9.06,8.42,-0.64,0
88,6.59,8.43,6.18,8,EE,2nd,M,Urban,Government,1,21,0,7.09,9.16,8.62,-0.54,0
53,7.45,7.6,6.65,2,IT,4th,M,Rural,Government,2,7,0,4.32,8.11,8.31,0.2,0
55,9.3,5.07,9.63,4,BIO,4th,M,Rural,Government,3,21,1,6.82,8.56,9.09,0.53,1
94,7.96,5.82,1.53,8,IT,1st,F,Rural,Government,6,21,1,4.76,9.03,7.56,-1.47,1
81,8.47,6.02,9.86,0,BIO,2nd,M,Urban,Government,5,14,1,4.93,5.46,9.49,4.03,0
79,6.82,7.41,6.55,10,EE,4th,F,Urban,Private,5,22,1,8.28,8.46,7.85,-0.61,0
96,8.69,8.99,4.54,4,CE,2nd,M,Urban,Government,9,11,0,4.27,9.08,7.54,-1.54,0
84,8.33,9.59,8.88,2,CS,1st,M,Rural,Government,6,15,0,5.44,5.2,7.55,2.35,0
89,5.6,8.5,6.94,8,EE,4th,F,Urban,Government,0,17,0,7.47,6.49,9.56,3.07,0
65,7.86,9.06,3.49,2,IT,1st,M,Urban,Government,7,2,0,2.74,6.62,6.22,-0.4,0
62,6.28,6.82,8.84,10,CS,4th,F,Urban,Private,8,3,1,9.42,9.27,8.48,-0.79,0
99,9.02,6.34,6.67,8,CE,1st,M,Rural,Government,1,14,0,7.34,8.9,6.21,-2.69,0
91,7.13,6.36,6.99,0,IT,1st,F,Urban,Government,0,13,1,3.5,8.28,5.46,-2.82,0
79,9.97,7.7,8.96,4,CE,3rd,F,Rural,Government,3,0,0,6.48,9.02,9.77,0.75,0
68,5.46,4.75,4.48,0,BIO,4th,F,Rural,Government,10,24,1,2.24,7.27,5.65,-1.62,2
66,8.9,7.48,6.57,8,EE,4th,F,Urban,Government,1,24,0,7.28,9.37,8.43,-0.94,0
68,8.37,7.99,7.45,6,CE,4th,M,Urban,Private,5,19,1,6.72,6.17,7.12,0.95,0
77,8.84,6.63,4.54,4,IT,2nd,F,Urban,Government,2,16,1,4.27,8.52,9.19,0.67,0
75,6.54,9.72,0.83,2,EE,3rd,M,Urban,Government,8,16,1,1.42,6.21,8.87,2.66,0
86,7.46,7.65,7.71,8,IT,2nd,F,Rural,Government,7,21,0,7.86,5.2,5.72,0.52,0
75,8.98,5.32,0.48,0,IT,4th,F,Rural,Private,6,17,0,0.24,6.42,7.34,0.92,1
72,6.16,6.88,7.18,10,CS,3rd,F,Rural,Private,10,0,0,8.59,7.46,5.14,-2.32,0
58,6.13,8.05,9.11,6,ME,1st,F,Rural,Private,6,1,1,7.56,9.22,7.15,-2.07,0
61,7.76,5.94,3.47,10,CE,3rd,M,Urban,Private,6,22,1,6.74,7.54,8.5,0.96,1
50,7.62,4.48,1.02,8,CE,1st,M,Rural,Government,4,15,1,4.51,5.9,6.16,0.26,1
50,6.41,7.5,2.33,2,CS,4th,F,Rural,Government,7,13,1,2.16,9.96,9.05,-0.91,0
96,6.49,9.69,5.62,0,BIO,4th,M,Urban,Private,3,19,0,2.81,6.35,5.27,-1.08,0
83,6.39,6.91,9.43,4,CE,1st,M,Rural,Private,4,22,1,6.72,9.93,5.17,-4.76,0
81,8.86,9.44,5.12,6,CS,3rd,F,Urban,Government,2,22,0,5.56,9.68,5.14,-4.54,0
97,8.26,9.01,1.13,8,CE,2nd,M,Urban,Private,2,19,1,4.56,7.71,6.4,-1.31,0
74,9.16,4.88,6.28,8,CE,3rd,F,Urban,Government,1,17,0,7.14,5.46,7.34,1.88,1
89,9.88,8.25,7.33,8,IT,1st,F,Rural,Private,4,8,1,7.66,8.48,5.54,-2.94,0
94,7.37,6.61,3.93,8,CS,1st,M,Urban,Private,1,13,1,5.96,9.23,9.98,0.75,0
50,5.33,5.5,7.22,0,BIO,2nd,M,Urban,Private,9,12,0,3.61,7.23,10.0,2.77,2
65,5.24,8.12,3.25,4,CE,2nd,F,Urban,Private,3,13,0,3.62,6.2,7.6,1.4,1
88,6.48,8.46,7.89,2,BIO,2nd,F,Rural,Private,9,18,1,4.94,9.01,7.84,-1.17,0
54,9.66,5.08,3.41,6,ME,1st,F,Rural,Private,0,16,1,4.7,7.73,9.63,1.9,1
71,7.62,9.49,2.56,8,CS,4th,M,Urban,Government,1,7,1,5.28,5.99,8.85,2.86,0
78,6.36,8.51,8.79,10,CS,3rd,F,Rural,Government,10,3,0,9.4,9.75,5.84,-3.91,0
52,7.0,9.6,5.48,8,CS,2nd,F,Rural,Government,0,8,0,6.74,9.74,8.96,-0.78,0
61,7.99,5.9,2.85,4,IT,1st,F,Rural,Government,1,23,0,3.42,6.84,6.15,-0.69,1
75,8.26,9.64,9.35,4,CS,3rd,F,Rural,Private,3,10,0,6.68,5.32,7.15,1.83,0
65,5.77,6.21,6.91,0,IT,2nd,F,Rural,Government,0,6,0,3.46,8.15,7.66,-0.49,2
86,9.89,4.32,2.21,0,ME,4th,M,Urban,Private,5,14,1,1.1,6.59,8.58,1.99,1
71,7.72,8.58,6.15,10,EE,3rd,M,Rural,Private,0,24,1,8.07,5.33,5.75,0.42,0
78,5.68,8.22,8.7,10,IT,3rd,M,Rural,Private,2,17,0,9.35,9.46,5.38,-4.08,0
63,9.47,7.59,6.96,0,CE,1st,M,Rural,Government,1,19,1,3.48,9.99,9.33,-0.66,1
77,5.37,6.94,2.45,6,CS,1st,M,Rural,Private,1,4,0,4.22,6.75,9.13,2.38,0
54,9.54,4.19,6.49,10,EE,1st,F,Urban,Private,3,15,0,8.25,8.72,7.62,-1.1,1
96,9.98,7.75,6.19,0,IT,4th,M,Urban,Private,8,20,0,3.1,5.33,8.31,2.98,0
98,8.5,6.5,8.21,8,BIO,3rd,F,Rural,Private,2,11,0,8.1,6.85,8.6,1.75,0
